no,nomor_ruas,nama_ruas,lingkungan,kelurahan,kecamatan,panjang,lebar,kondisi_jalan,perkerasan,prosentase_kerusakan,keterangan_utilitas,kubikasi_ruas
174,58,JLN BOUGENVILE GG II,SRENGAT I,SRENGAT,SRENGAT,44.77,3,Rusak Berat,Tanah,100,Tdk ad drainase,671.55
175,"1,469",GANG UNI,TAWANGSARI,TAWANGSARI,GARUM,31.61,2,Rusak Berat,Tanah,100,Terdapat 1 saluran air di kanan ruas,316.1
176,57,JLN BOUGENVILE,SRENGAT I,SRENGAT,SRENGAT,137.63,2.45,Sedang,Paving,10,Drainase sebelah kiri,1685.9675
177,"1,464",JALAN KREWENG 1,TAWANGSARI,TAWANGSARI,GARUM,134.63,2.5,Rusak Ringan,Beton,50,Tidak ada saluran air,1682.875
178,"1,423",JALAN KINCIR,TAWANGBRAK,TAWANGSARI,GARUM,139.85,3,Rusak Ringan,Lapen,10,Tidak ada saluran air,2097.75
179,"1,430",JALAN LOMBOK,TAWANGBRAK,TAWANGSARI,GARUM,892.17,3,Rusak Ringan,Lapen,30,Saluran air di kanan jalan,13382.55
180,"1,460",JALAN KENONGO 1,TAWANGSARI,TAWANGSARI,GARUM,149.74,3,Rusak Ringan,Beton,50,Tidak ada saluran air,2246.1
181,"1,421",JALAN SUMBAWA,NGEBRAK,TAWANGSARI,GARUM,232.35,3,Rusak Ringan,Lapen,20,Saluran air di kanan jalan,3485.25
182,44,JLN MANGGAR,SRENGAT I,SRENGAT,SRENGAT,540.11,3.8,Sedang,HotMix,10,Sungai di sebelah kiri,10262.09
183,"1,465",JALAN KREWENG 2,TAWANGSARI,TAWANGSARI,GARUM,79.75,2.5,Sedang,Beton,20,Tidak ada saluran air,996.875
184,43,JLN BALI,SRENGAT I,SRENGAT,SRENGAT,225.61,2.8,Rusak Ringan,Lapen,30,Drainase sebelah kanan,3158.54
185,"1,418",JALAN MAKAM RADEN DJAELANI,TAWANGBRAK,TAWANGSARI,GARUM,93.23,3,Rusak Ringan,Lapen,10,Tidak ada saluran air,1398.45
186,"1,420",JALAN NIAS,NGEBRAK,TAWANGSARI,GARUM,250.28,3,Sedang,Lapen,40,Tidak ada saluran air,3754.2
187,"1,461",JALAN KENONGO 2,TAWANGSARI,TAWANGSARI,GARUM,136.56,3,Sedang,Lapen,20,Terdapat 1 saluran air disebelah kanan ruas,2048.4
188,174,JLN MAHUNI,DANDONG,DANDONG,SRENGAT,506.38,2.4,Rusak Ringan,Lapen,10,Tdk ad drainase,6076.56
189,"1,417",JALAN BROMO,TAWANBRAK,TAWANGSARI,GARUM,117.62,3,Rusak Ringan,Lapen,10,Tidak ada saluran air,1764.3
190,"1,419",JALAN BALI,NGEBRAK,TAWANGSARI,GARUM,250.19,3,Sedang,Lapen,50,Saluran air disebelah kiri jalan,3752.85
191,"1,447",GANG ANGKUP,TAWANGSARI,TAWANGSARI,GARUM,219.75,3,Baik,Lapen,0,Terdapat 1 saluran air di kiri ruas,3296.25
192,45,JLN FLAMBOYAN,SRENGAT I,SRENGAT,SRENGAT,531.58,2.2,Baik,HotMix,0,Drainase sisi kann,5847.38
193,"1,477",GANG BELIMBING,TAWANGSARI,TAWANGSARI,GARUM,104.02,2,Rusak Berat,Tanah,100,Tidaka ada saluran air,1040.2
194,47,JLN FLAMBOYAN GG II,SRENGAT I,SRENGAT,SRENGAT,54.03,3,Rusak Berat,Tanah,100,Tdk ad drainase,810.45
195,"1,429",JALAN MBELIK GONG,NGEBRAK,TAWANGSARI,GARUM,367.48,3,Rusak Berat,Lapen,50,Saluran air di sebelah kiri,5512.2
196,46,JLN FLAMBOYAN GG I,SRENGAT I,SRENGAT,SRENGAT,176.06,2.2,Rusak Berat,Tanah,100,Tdk ad drainase,1936.66
197,"1,485",JALAN MENUR,TAWANGSARI,TAWANGSARI,GARUM,400.57,5,Sedang,Lapen,20,Terdapat 1 saluran air di kiri ruas,10014.25
198,"1,448",JALAN KROSAK,TAWANGSARI,TAWANGSARI,GARUM,224.77,3,Baik,Paving,0,Terdapat 1 saluran air di kiri ruas,3371.55
199,49,JLN NUSA INDAH GG I,SRENGAT I,SRENGAT,SRENGAT,117.58,2.4,Sedang,Paving,10,Tdk ad drainase,1410.96
200,55,JLN ANGGREK,SRENGAT I,SRENGAT,SRENGAT,809.04,3,Rusak Ringan,Lapen,30,Drainase sisi kiri,12135.6
201,"1,426",JALAN FLORES TIMUR,TAWANGBRAK,TAWANGSARI,GARUM,479.25,3,Rusak Berat,Lapen,70,Saluran air di kanan jalan,7188.75
202,"1,427",JALAN FLOREAS BARAT,TAWANGBRAK,TAWANGSARI,GARUM,139.99,3,Rusak Berat,Lapen,50,Saluran air tertutup di kanan jalan,2099.85
203,56,JLN ANGGREK GG I,SRENGAT I,SRENGAT,SRENGAT,250.79,2.1,Sedang,Paving,10,Drainase di ujung pangkal tidak ada,2633.295
204,"1,424",JALAN SUMATRA UTARA,TAWANGBRAK,TAWANGSARI,GARUM,118.28,3,Rusak Berat,Lapen,80,Saluran air tertutup disebelah kanan ruas jalan,1774.2
205,59,JLN STADION,SRENGAT I,SRENGAT,SRENGAT,177.85,7.05,Rusak Ringan,HotMix,20,Tdk ad drainase,6269.2125
206,53,JL JAGALAN,SRENGAT I,SRENGAT,SRENGAT,814.88,3.7,Baik,HotMix,0,Drainase sisi kiri,15075.28
207,"1,422",JALAN SUMATRA SELATAN,TAWANGBRAK,TAWANGSARI,GARUM,213.99,3,Sedang,Lapen,50,Saluran air tertutup di kiri jalan,3209.85
208,524,JALAN ABIYOSO,DADAPAN,SUMBERDIREN,GARUM,158.45,3,Sedang,Lapen,40,Saluran air tertutup di kanan dan kiri jalan,2376.75
209,525,JALAN ABIYOSO,DADAPAN,SUMBERDIREN,GARUM,68.37,3,Sedang,Lapen,60,Saluran air tertutup di kanan jalan,1025.55
210,438,JALAN MUSHOLA AN-NUR,BENCE 1,BENCE,GARUM,252.43,2.6,Rusak Berat,Beton,75,Tidak terdapat saluran air,3281.59
211,437,JALAN AR-RAYAN,BENCE 1,BENCE,GARUM,272.63,2,Rusak Berat,Beton,70,Tidak terdapat saluran air,2726.3
212,"1,446",GANG GLEGES,TAWANGSARI,TAWANGSARI,GARUM,90.79,2,Rusak Berat,Tanah,100,Tidak ada saluran air,907.9
213,436,JALAN LOGAM JAYA,BENCE 1,BENCE,GARUM,248.68,3,Baik,HotMix,0,Terdapat saluran air sebelah kiri terbuka sebelah kanan tertutup ruas jalan,3730.2
214,469,JALAN LINTAS DESA,BENCE 1,BENCE,GARUM,402.13,2.5,Rusak Berat,Lapen,80,Saluran air berada di kanan jalan,5026.625
215,435,JALAN BARAT SMA,BENCE 1,BENCE,GARUM,196.55,2.5,Sedang,Beton,50,Tidak terdapat saluran air,2456.875
216,"1,476",GANG LOMAN,TAWANGSARI,TAWANGSARI,GARUM,89.66,2.5,Rusak Berat,Tanah,100,Tidak ada saluran air,1120.75
217,"1,462",JALAN KENONGO 3,TAWANGSARI,TAWANGSARI,GARUM,135.34,3,Baik,Lapen,0,1 saluran air di kanan ruas,2030.1
218,468,JALAN BENDELAREN SAWAH UTARA,BENCE 1,BENCE,GARUM,368.87,2.5,Rusak Ringan,Lapen,10,Tidak ada saluran air,4610.875
219,434,JALAN TIMUR SMA,BENCE 1,BENCE,GARUM,221.53,2.8,Baik,Paving,0,Tidak terdapat saluran air,3101.42
220,"1,467",JALAN KREWENG 4,TAWANGSARI,TAWANGSARI,GARUM,57.19,2,Sedang,Lapen,20,Tidak ada saluran air,571.9
221,"1,466",JALAN KREWENG 3,TAWANGSARI,TAWANGSARI,GARUM,104.08,2.5,Baik,Lapen,0,Tidak ada saluran air,1301
222,433,GANG TIMUR,BENCE 1,BENCE,GARUM,72.75,2.4,Baik,Paving,0,Tidak terdapat saluran air,873
223,466,JALAN BENDELAREN TIMUR 5,BENCE 1,BENCE,GARUM,642.87,2.5,Rusak Berat,Lapen,80,Saluran air di kanan jalan,8035.875
224,"1,463",JALAN KENONGO 4,TAWANGSARI,TAWANGSARI,GARUM,102.53,2.5,Baik,Lapen,0,Tidak ada saluran air,1281.625
225,465,JALAN BENDELAREN TIMUR 4,BENCE 1,BENCE,GARUM,388.07,2.5,Rusak Berat,Lapen,70,Saluran air berada di kiri jalan,4850.875
226,"1,468",JALAN KREWENG 5,TAWANGSARI,TAWANGSARI,GARUM,82.5,2.5,Baik,Lapen,0,Tidak ada saluran air,1031.25
227,432,JALAN CANDI CUNGKUP 1,BENCE 1,BENCE,GARUM,172.45,3.5,Sedang,Beton,50,Tidak terdapat saluran air,3017.875
228,473,JALAN BENDELAREN TIMUR 2,BENCE 1,BENCE,GARUM,115.15,2.5,Sedang,Lapen,40,Saluran air berada di kiri jalan,1439.375
229,462,JALAN PENGHUBUNG BENCE-SLOROK,BENCE 1,BENCE,GARUM,597.86,2.5,Sedang,Lapen,50,Saluran air di kanan jalan,7473.25
230,"1,458",JALAN KENONGO,TAWANGSARI,TAWANGSARI,GARUM,465.61,2.5,Sedang,Lapen,10,Terdapat 2 saluran air dikanan kiri ruas,5820.125
231,439,JALAN UTARA REL,BENCE 1,BENCE,GARUM,599.99,3,Sedang,Beton,60,Terdapat saluran  air di sebelah kanan ruas jalan,8999.85
232,467,JALAN BENDELAREN BARAT,BENCE 1,BENCE,GARUM,95.41,2.5,Rusak Ringan,Lapen,10,Saluran air di kiri jalan,1192.625
233,"1,439",JALAN MELATI,TAWANGSARI,TAWANGSARI,GARUM,377.89,2.5,Sedang,Lapen,10,Terdapat 1 saluran di sebelah kanan,4723.625
234,"1,441",GANG SINOM,TAWANGSARI,TAWANGSARI,GARUM,83.58,2,Rusak Berat,Tanah,100,Tidak ada saluran air,835.8
235,464,JALAN BENDELAREN TIMUR 3,BENCE 1,BENCE,GARUM,223.08,2.5,Rusak Berat,Lapen,80,Tidak ada saluran air,2788.5
236,463,JALAN BENDELAREN TIMUR 1,BENCE 1,BENCE,GARUM,141.28,2.5,Rusak Berat,Lapen,70,Tidak ada saluran air,1766
237,"1,443",GANG PUDAK,TAWANGSARI,TAWANGSARI,GARUM,63.63,2,Rusak Berat,Tanah,100,Tidak ada saluran air,636.3
238,459,JALAN ARAH SAWAH BENDELAREN RT 01,BENCE 1,BENCE,GARUM,469.06,2,Sedang,Lapen,50,Saluranair di sebelah kiri,4690.6
239,458,JALAN BENCE-KENDALREJO,BENCE 1,BENCE,GARUM,324.74,3.5,Rusak Berat,Lapen,70,Saluran air ada di kanan dan kiri jalan,5682.95
240,"1,445",JALAN BOUGENVILLE,TAWANGSARI,TAWANGSARI,GARUM,228.34,2.3,Baik,Lapen,0,Tidak ada saluran air,2625.91
241,431,JALAN SELATAN KAI,BENCE 1,BENCE,GARUM,96.8,3,Sedang,Lapen,50,Tidak terdapat saluran air,1452
242,472,JALAN MUSHOLA BENDELAREN,BENCE 1,BENCE,GARUM,48.52,2.5,Rusak Ringan,Lapen,10,Tidak ada saluran air,606.5
243,"1,455",GANG TURI,TAWANGSARI,TAWANGSARI,GARUM,108.6,2,Baik,Beton,0,Tidak ada saluran air,1086
244,"1,470",GANG RINO,TAWANGSARI,TAWANGSARI,GARUM,107.74,3,Baik,Beton,0,Tidak ada saluran air,1616.1
245,470,JALAN LINGKUNGAN BENDELAREN RT 01,BENCE 1,BENCE,GARUM,257.39,2.5,Rusak Ringan,Lapen,10,Tidak ada saluran air,3217.375
246,430,JALAN SELATAN REL 2,BENCE 1,BENCE,GARUM,362.72,3,Baik,Lapen,0,Tidak terdapat saluran air,5440.8
247,461,JALAN LINGKUNGAN BENDELAREN,BENCE 1,BENCE,GARUM,703.45,3.5,Sedang,Lapen,40,Saluran air berada di kanan dan kiri jalan,12310.375
248,429,JALAN RICEMILL,BENCE 1,BENCE,GARUM,387.34,2.5,Sedang,Lapen,50,Terdapat saluran air di sebelah kanan ruas jalan,4841.75
249,460,JALAN SAWAH BENDELAREN/BENCE TIMUR,BENCE 1,BENCE,GARUM,329.67,3.5,Rusak Berat,Lapen,80,Saluran air di kanan jalan,5769.225
250,457,JALAN SAWAH,BENCE 1,BENCE,GARUM,840.35,3.5,Sedang,Lapen,50,Saluran air di kanan dan kiri jalan,14706.125
251,493,JALAN BROTO TIMUR 3/LAPANGAN,BENCE 1,BENCE,GARUM,430.14,3.5,Sedang,Lapen,40,Saluran air tertutup di kiri jalan,7527.45
252,"1,472",GANG LUMAYAN,TAWANGSARI,TAWANGSARI,GARUM,22.52,1.5,Rusak Berat,Tanah,100,Tidak ada saluran air,168.9
253,425,JALAN SAWAH BATAS DESA,BENCE 1,BENCE,GARUM,101.5,3,Rusak Ringan,Lapen,35,Terdapat saluran air di sebelah kanan ruas jalan,1522.5
254,"1,454",GANG INGKLIK,TAWANGSARI,TAWANGSARI,GARUM,148.1,2,Rusak Berat,Tanah,100,Tidak ada saluran air,1481
255,"1,453",JALAN MANGGAR,TAWANGSARI,TAWANGSARI,GARUM,128.46,2.5,Baik,Lapen,0,Tidak ada saluran air,1605.75
256,"1,452",GANG SUKO,TAWANGSARI,TAWANGSARI,GARUM,94.71,2.5,Rusak Berat,Beton,100,Tidak ada saluran air,1183.875
257,486,JALAN SMA IT AL-HIKMAH,BENCE 3,BENCE,GARUM,464.47,3.5,Rusak Ringan,Lapen,15,Tidak ada saluran air,8128.225
258,"1,506",GANG BERAS KENCUR,TAWANGREJO,TAWANGSARI,GARUM,48.9,2,Rusak Berat,Tanah,100,Tidak ada saluran air,489
259,426,JALAN RT 03 RW 01 BENCE 1,BENCE 1,BENCE,GARUM,444.36,3,Rusak Ringan,Lapen,35,Tidak terdapat saluran air,6665.4
260,"1,451",JALAN KEMUNING,TAWANGSARI,TAWANGSARI,GARUM,104.86,2,Baik,Paving,0,Terdapat 1 saluran air disebelah kiri ruas,1048.6
261,"1,478",GANG BUBUT,TAWANGSARI,TAWANGSARI,GARUM,49.93,3,Rusak Berat,Tanah,100,Tidak ada saluran air,748.95
262,427,JALAN PLOSOREJO,BENCE 1,BENCE,GARUM,872.86,3,Rusak Ringan,Lapen,35,Terdapat saluran air di sebelah kanan ruas jalan,13092.9
263,"1,471",GANG BONSAI,TAWANGSARI,TAWANGSARI,GARUM,19.47,2,Rusak Berat,Tanah,100,Tidak ada saluran air,194.7
264,488,JALAN IMAM BONJOL,BENCE 3,BENCE,GARUM,525.11,3,Sedang,Lapen,50,Saluran air tertutup di kanan jalan,7876.65
265,"1,442",JALAN SEDAP MALAM,TAWANGSARI,TAWANGSARI,GARUM,369.4,3,Baik,Lapen,0,Tidak ada saluran air,5541
266,487,JALAN BROTO TIMUR 2,BENCE 1,BENCE,GARUM,211.8,3,Sedang,Lapen,40,Saluran air di kiri jalan,3177
267,471,JALAN BROTO TIMUR 1,BENCE 1,BENCE,GARUM,117.35,3,Sedang,Lapen,40,Tidak ada saluran air,1760.25
268,"1,438",GANG SERUNI,TAWANGSARI,TAWANGSARI,GARUM,79.08,2,Rusak Berat,Tanah,100,Tidak ada saluran air,790.8
269,428,JALAN SAWAH,BENCE 1,BENCE,GARUM,821.11,4.5,Rusak Berat,Tanah,100,Terdapat saluran air di sebelah kiri dan kanan ruas jalan,18474.975
270,475,JALAN BROTO BARAT 3,BENCE 2,BENCE,GARUM,235.15,3,Sedang,Lapen,45,Saluran air di kanan jalan,3527.25
271,474,JALAN ASNGARI,BENCE 2,BENCE,GARUM,988.26,3,Sedang,Lapen,50,Saluran di kanan dan kiri jalan,14823.9
272,"1,437",JALAN DAHLIA,TAWANGSARI,TAWANGSARI,GARUM,592.18,3,Sedang,Lapen,25,Terdapat 1 saluran air di sebelah kanan ruas,8882.7
273,476,JALAN ASNGARI,BENCE 2,BENCE,GARUM,255.08,3,Sedang,Lapen,40,Saluran di kanan jalan,3826.2
274,532,JALAN RT. 04 RW. 01,JURANG MENJING,GARUM,GARUM,153.52,1.5,Baik,Paving,0,Tidak terdapat saluran air,1151.4
275,"1,431",GANG KUNINGAN,TAWANGSARI,TAWANGSARI,GARUM,108.76,2,Rusak Berat,Tanah,100,tidak ada saluran air,1087.6
276,"1,432",GANG PULOSARI,TAWANGSARI,TAWANGSARI,GARUM,36.82,2,Rusak Berat,Tanah,100,tidak ada saluran air,368.2
277,533,JALAN RT. 05 RW. 01,JURANG MENJING,GARUM,GARUM,131.38,3,Baik,Paving,100,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,1970.7
278,"1,433",JALAN TERATAI,TAWANGSARI,TAWANGSARI,GARUM,215.43,3,Sedang,Lapen,20,satu saluran air di sebelah kiri,3231.45
279,"1,434",GANG KUSUMA,TAWANGSARI,TAWANGSARI,GARUM,75.83,2,Rusak Ringan,Lapen,50,tidak ada saluran air,758.3
280,"1,435",JALAN MAWAR,TAWANGSARI,TAWANGSARI,GARUM,254.22,2.5,Rusak Ringan,Lapen,50,tidak ada saluran air,3177.75
281,"1,436",GANG WIJAYA,TAWANGSARI,TAWANGSARI,GARUM,64.86,2,Rusak Berat,Beton,100,tidak ada saluran air,648.6
282,"1,456",JALAN KANTIL KUNING,TAWANGSARI,TAWANGSARI,GARUM,1133.63,1.5,Rusak Berat,Tanah,100,saluran air di kiri jalan,8502.225
283,477,JALAN AS NGARI 1,BENCE 2,BENCE,GARUM,271.33,2.5,Sedang,Lapen,40,Tidak ada saluran air,3391.625
284,"1,457",JALAN KARUK,TAWANGSARI,TAWANGSARI,GARUM,697.67,2.5,Rusak Berat,Lapen,100,terdapat dua saluran di kanan kiri ruas,8720.875
285,"1,481",GANG PUNDEN,TAWANGSARI,TAWANGSARI,GARUM,133.88,1.5,Rusak Berat,Tanah,100,saluran air di sebelah kanan,1004.1
286,545,JALAN RT. 02 RW. 02,GARUM,GARUM,GARUM,352.79,3,Sedang,Lapen,45,Tidak terdapat saluran air,5291.85
287,548,JALAN RT. 01 RW. 01,GARUM,GARUM,GARUM,586.95,3,Baik,Paving,0,Terdapat saluran air di sebelah kanan ruas jalan,8804.25
288,480,JALAN MUSHOLA AL-IMAN,BENCE 2,BENCE,GARUM,192.88,2,Baik,Beton,5,Saluran tertutup di kanan dan kiri jalan,1928.8
289,"1,479",GANG PETUNG,TAWANGSARI,TAWANGSARI,GARUM,23.47,1.5,Rusak Berat,Tanah,100,Terdapat 2 saluran air dikanan kiri ruas,176.025
290,479,JALAN BROTO BARAT 1,BENCE 2,BENCE,GARUM,179.55,2,Rusak Berat,Beton,80,Di kiri jalan ada sungai,1795.5
291,546,JALAN RT. 01 RW. 01,GARUM,GARUM,GARUM,158.42,3,Rusak Ringan,Lapen,20,Tidak terdapat saluran air,2376.3
292,440,JALAN TUKANG KAYU/JALAN LINGKUNGAN BENCE 440,BENCE 1,BENCE,GARUM,461.02,3,Baik,HotMix,0,Tidak ada saluran air,6915.3
293,547,JALAN ERLANGGA,GARUM,GARUM,GARUM,351.2,2,Rusak Ringan,Lapen,25,Terdapat saluran air tertutup di sebelah kanan dan kiri ruas jalan,3512
294,"1,480",GANG MARNO,TAWANGSARI,TAWANGSARI,GARUM,47,1.5,Rusak Berat,Tanah,100,tidak ada saluran air,352.5
295,442,JALAN MASJID AL-AMIN,BENCE 1,BENCE,GARUM,204.21,3.5,Baik,HotMix,0,Saluran air di kanan jalan,3573.675
296,444,JALAN TUGU PSHT RAYON BENCE,BENCE 1,BENCE,GARUM,597.7,3,Rusak Ringan,HotMix,10,Saluran air tertutup di kiri jalan,8965.5
297,549,JALAN RT. 03 RW. 01,GARUM,GARUM,GARUM,238.37,3,Sedang,Lapen,50,Terdapat saluran air di sebelah kanan ruas jalan,3575.55
298,441,GANG MASJID,BENCE 1,BENCE,GARUM,256.73,2.5,Rusak Berat,Beton,80,Sungai di kanan jalan,3209.125
299,448,JALAN LINGKUNGAN BENCE 448,BENCE 1,BENCE,GARUM,220.01,2.5,Sedang,Beton,50,Tidak ada saluran air,2750.125
300,"1,440",JALAN KAMBOJA,TAWANGSARI,TAWANGSARI,GARUM,205.01,2.5,Baik,HotMix,0,tidak ada saluran air,2562.625
301,445,JALAN LINGKUNGAN BENCE 03/01,BENCE 1,BENCE,GARUM,178.1,2.5,Sedang,Beton,60,Saluran tertutup di kiri jalan,2226.25
302,551,JALAN RT. 03 RW. 01,GARUM,GARUM,GARUM,152.94,3,Baik,Paving,0,Tidak terdapat saluran air,2294.1
303,"1,450",JALAN MAYANG,TAWANGSARI,TAWANGSARI,GARUM,692.2,3,Rusak Berat,Paving,100,terdapat saluran air di arah kanan,10383
304,550,JALAN RT. 02 RW. 01,GARUM,GARUM,GARUM,198.3,3,Baik,Paving,0,Tidak terdapat saluran air,2974.5
305,"1,449",JALAN KELORWONO,TAWANGSARI,TAWANGSARI,GARUM,488.96,1.5,Rusak Berat,Tanah,100,terdapat saluran air di arah kiri,3667.2
306,552,JALAN RT. 03 RW. 01,GARUM,GARUM,GARUM,268.39,3,Rusak Berat,Lapen,75,Tidak terdapat saluran air,4025.85
307,443,JALAN MASJID UTARA,BENCE 1,BENCE,GARUM,275.18,4,Baik,HotMix,0,Saluran air di kanan jalan,5503.6
308,553,JALAN RT. 03 RW. 01,GARUM,GARUM,GARUM,92.27,3,Baik,Paving,0,Tidak terdapat saluran air,1384.05
309,"1,495",JALAN KAMBOJA,TAWANGREJO,TAWANGSARI,GARUM,915.27,2.5,Baik,HotMix,0,terdapat dua saluran di kanan kiri ruas,11440.875
310,446,JALAN MUSHOLA NURUL HIDAYAH,BENCE 1,BENCE,GARUM,480.03,4,Sedang,Lapen,40,Saluran air berada di sebelah kiri,9600.6
311,"1,486",JALAN SAWO,TAWANGREJO,TAWANGSARI,GARUM,233.91,2,Baik,Lapen,0,Terdapat 1 saluran air di sebelah kiri ruas,2339.1
312,"1,507",JALAN MAJU,TAWANGREJO,TAWANGSARI,GARUM,1181.92,2,Rusak Ringan,Lapen,50,terdapat saluran air di kiri kanan ruas,11819.2
313,456,JALAN MAKAM BENCE,BENCE 1,BENCE,GARUM,145.85,5,Rusak Berat,Beton,80,Saluran air tertutup di kiri jalan,3646.25
314,539,JALAN SINGOSARI,JURANG MENJING,GARUM,GARUM,974.8,4,Baik,HotMix,0,Terdapat saluran air di sebelah kanan ruas jalan,19496
315,447,JALAN LINGKUNGAN BENCE 447,BENCE 1,BENCE,GARUM,429.85,2.5,Sedang,Beton,50,Tidak ada saluran air,5373.125
316,450,JALAN LINGKUNGAN BENCE 45O,BENCE 1,BENCE,GARUM,338.17,3,Rusak Ringan,Lapen,40,Saluran di kiri jalan,5072.55
317,452,JALAN LINGKUNGAN BENCE 452/JALAN SINDEN,BENCE 1,BENCE,GARUM,224.13,2,Sedang,Beton,50,Tidak ada saluran air,2241.3
318,449,JALAN LINGKUNGAN BENCE 449,BENCE 1,BENCE,GARUM,280.52,3,Sedang,Beton,50,Saluran air di kanan jalan,4207.8
319,534,RT. 01 RW. 01,JURANG MENJING,GARUM,GARUM,58.35,3,Baik,Paving,0,Tidak terdapat saluran air,875.25
320,455,JALAN SAWAH BENCE,BENCE 1,BENCE,GARUM,133.31,2.5,Rusak Ringan,Beton,30,Saluran air di kanan dan kiri jalan,1666.375
321,454,JALAN BULOG,BENCE 1,BENCE,GARUM,287.24,2.5,Sedang,Lapen,40,Tidak ada saluran air,3590.5
322,453,JALAN LINGKUNGAN BENCE 453,BENCE 1,BENCE,GARUM,120.52,2.5,Rusak Ringan,Beton,10,Tidak ada saluran air,1506.5
323,587,RT. 03 RW. 02,GARUM,GARUM,GARUM,135.79,3,Rusak Berat,Lapen,80,Tidak terdapat saluran air,2036.85
324,535,RT. 04 RW. 02,GARUM,GARUM,GARUM,119.68,3,Baik,Paving,0,Tidak terdapat saluran air,1795.2
325,536,RT. 01 RW. 02,GARUM,GARUM,GARUM,227.39,3,Baik,Lapen,0,Terdapat saluran air di sebelah kiri ruas jalan,3410.85
326,537,JALAN WIJAYA,GARUM,GARUM,GARUM,344.82,2.5,Sedang,Beton,40,Terdapat saluran air di sebelah kiri ruas jalan,4310.25
327,538,JALAN RT. 01 RW. 03,GARUM,GARUM,GARUM,289.55,3,Baik,Paving,0,Tidak terdapat saluran air,4343.25
328,530,JALAN NGLOJI,JURANG MENJING,GARUM,GARUM,165.66,2.5,Rusak Ringan,Paving,20,Saluran air di kanan dan kiri jalan,2070.75
329,540,JALAN MASJID,GARUM,GARUM,GARUM,192.14,3,Baik,Paving,0,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,2882.1
330,528,JALAN RT. 01 RW. 01,JURANG MENJING,GARUM,GARUM,109.8,2.5,Rusak Ringan,Beton,30,Saluran air di tengah jalan,1372.5
331,541,JALAN RT. 03 RW. 03,GARUM,GARUM,GARUM,144.02,2.5,Sedang,Beton,60,Tidak terdapat saluran air,1800.25
332,529,JALAN RT. 01 RW. 01,JURANG MENJING,GARUM,GARUM,131.84,2.5,Sedang,Lapen,40,Saluran di kanan dan kiri jalan,1648
333,527,RT. 01 RW. 01,JURANG MENJING,GARUM,GARUM,106.49,2.5,Rusak Berat,Beton,70,Saluran air di kanan jalan,1331.125
334,543,JALAN RT. 03 RW. 03,GARUM,GARUM,GARUM,768.44,2,Baik,Lapen,0,Terdapat saluran air di sebelah kanan ruas jalan,7684.4
335,542,JALAN RT. 03 RW. 03,GARUM,GARUM,GARUM,180.73,3,Sedang,Lapen,50,Terdapat saluran air di sebelah kanan ruas jalan,2710.95
336,451,GANG SINDEN,BENCE 1,BENCE,GARUM,146.24,2.5,Rusak Ringan,Beton,10,Saluran air tertutup di tengah jalan,1828
337,495,JALAN ARJUNA,DADAPAN,SUMBERDIREN,GARUM,101.03,2.5,Rusak Berat,Paving,70,Tidak ada saluran air,1262.875
338,496,JALAN NAKULA,DADAPAN,SUMBERDIREN,GARUM,109.75,3.5,Sedang,Lapen,50,Saluran air di kanan jalan,1920.625
339,497,JALAN SADEWA,DADAPAN,SUMBERDIREN,GARUM,74.43,3.5,Rusak Ringan,Paving,30,Tidak ada saluran air,1302.525
340,498,JALAN PUNTADEWA,DADAPAN,SUMBERDIREN,GARUM,244.76,3.5,Rusak Ringan,Lapen,20,Tidak ada saluran air,4283.3
341,514,JALAN BIMA,DADAPAN,SUMBERDIREN,GARUM,336.08,2.5,Rusak Ringan,HotMix,10,Ada saluran air di kanan dan kiri jalan,4201
342,"1,398",JALAN BERINGIN 1,NGBRAK,TAWANGSARI,GARUM,500.31,2.5,Rusak Ringan,Lapen,30,Saluran air di kanan jalan,6253.875
343,"1,399",JALAN PUSAKA,NGEBRAK,TAWANGSARI,GARUM,481.41,2.5,Sedang,Lapen,40,Saluran air di kanan jalan,6017.625
344,"1,402",JALAN GAJAH MADA,NGEBRAK,TAWANGSARI,GARUM,436.36,2.5,Rusak Ringan,HotMix,20,Saluran air tertutup di kiri jalan,5454.5
345,"1,401",JALAN MASJID,NGEBRAK,TAWANGSARI,GARUM,363.3,4.5,Rusak Ringan,Paving,20,Saluran air di kiri jalan,8174.25
346,"1,403",JALAN ARJUNA,NGEBRAK,TAWANGSARI,GARUM,423.05,2.5,Rusak Ringan,HotMix,10,Saluran air di kiri jalan,5288.125
347,478,JALAN BROTO BARAT 2,BENCE 2,BENCE,GARUM,225.77,2.5,Sedang,Lapen,50,Saluran air di kanan jalan,2822.125
348,570,JALAN RAYA SUMBERDIREN,COMBONG,GARUM,GARUM,1086.89,3,Baik,HotMix,0,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,16303.35
349,531,JALAN RT. 04 RW. 01,JURANG MENJING,GARUM,GARUM,513.49,2.5,Rusak Berat,Lapen,65,Saluran air di kiri jalan,6418.625
350,"1,406",JALAN SULTAN AGUNG,NGEBRAK,TAWANGSARI,GARUM,127.42,3,Rusak Ringan,HotMix,10,Saluran air tertutup di kanan jalan,1911.3
